id,user_id,title,content,images,videos,created_at
1,1,how to make assingment file uploadable(intellipat),in this video i am going to demostrate how to make your assingment file uploadable,,"[""Recording_2025-07-03_105707.mp4""]",2025-07-03 17:19:02.910
